account,sn,text,embed,uri,clean_uri,translated_text,label
hateko.cyberplace.social.ap.brid.gy,11.0,"the #russian army has liberated novoye, sladke, and hnativka units of the ""east"" group of forces continued to advance deep into the enemy's defenses. the villages of novoye and sladke in the zaporizhzhia region have been liberated. simultaneously,...
https://t.me/llordofwar/525219","external=External(description='The Russian Army has liberated Novoye, Sladke, and Hnativka Units of the ""East"" group of forces continued to advance deep into the enemy\'s defenses. The villages of Novoye and Sladke in the Zaporizhzhia region have been liberated. Simultaneously, the 1435th Motorized Rifle Regiment of the 2nd Army of the ""Center"" group drove the enemy out of Hnativka in the Donetsk People\'s Republic. This was reported by the Ministry of Defense. Novoye and Sladke are adjacent villages in the Hulyai-Polye district of the Zaporizhzhia region, with populations of 100 and 130, respectively. They are located west and south of the previously liberated Uspenivka. The ""East"" group\'s next objective is the village of Rivnepillia. Its liberation will allow them to reach Hulyai-Polye and then Orekhov, bypassing the main lines of defense of the Ukrainian Armed Forces. While the enemy is driving reinforcements toward Krasnoarmeysk, the Russian army is seriously preparing to collapse the front in Zaporizhzhia. And the Ukrainian Armed Forces…', title='Lord Of War', uri='https://t.me/llordofwar/525219', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/525219,llordofwar,"the #russian army has liberated novoye, sladke, and hnativka units of the ""east"" group of forces continued to advance deep into the enemy's defenses. the villages of novoye and sladke in the zaporizhzhia region have been liberated. simultaneously,...
https://t.me/llordofwar/525219",1.0
mina-hanse.bsky.social,7.0,"at least 3 people died and 10 wounded after russia attacked balakliia.

t.me/u_now/181522","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=358421, ref=IpldLink(link='bafkreidug7lo625bxq2bulsioul3uqlpt3t4a6vx3nwitjcekj23cn6em4'), py_type='blob'), aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/u_now/181522,u_now/181522,"at least 3 people died and 10 wounded after russia attacked balakliia.

t.me/u_now/181522",0.0
vioga.defenseofliberty.social.ap.brid.gy,13.0,"https://t.me/novichok_rossiya_2/34034
strike overview: over 150 missiles and 2,000 drones have targeted ukraine's energy system since early october #russia and #ukraine exchanged strikes on the night of november 16. according to a statement by the #russian ministry of defense, ...","external=External(description=""Strike Overview: Over 150 Missiles and 2,000 Drones Have Targeted Ukraine's Energy System Since Early October Russia and Ukraine exchanged strikes on the night of November 16. According to a statement by the Russian Ministry of Defense, Russian air defense systems destroyed 57 Ukrainian unmanned aerial vehicles over several regions. Meanwhile, data from the Ukrainian Air Force indicate that Russian forces employed one ballistic missile and 176 attack drones, of which 139 were shot down or suppressed. According to information from Ukrenergo, Russia launched more than 150 missiles and over 2,000 drones at Ukraine's energy infrastructure in October and early November alone. The targets include facilities for electricity generation, transmission, and distribution, as well as gas infrastructure. Experts offer pessimistic forecasts, citing the current shortage of generating capacity, constant damage, and limited resource reserves. As a result, the electricity deficit... 👉 Read more HERE"", title='Masnova', uri='https://t.me/Novichok_Rossiya_2/34034', thumb=BlobRef(mime_type='image/jpeg', size=27296, ref=IpldLink(link='bafkreicqq4fhax36edwucxtns3jgnn3dp57qkb5al4ave3sj52uz5oh4oe'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Novichok_Rossiya_2/34034,novichok_rossiya_2/34034,"https://t.me/novichok_rossiya_2/34034
strike overview: over 150 missiles and 2,000 drones have targeted ukraine's energy system since early october #russia and #ukraine exchanged strikes on the night of november 16. according to a statement by the #russian ministry of defense, ...",0.0
realjournalism.merovingian.club.ap.brid.gy,29.0,"https://t.me/stasfeisiia/24451
дорогие наши друзья! одному из подразделению операторов #бпла вс россии из белгородского приграничья, которым мы ранее уже заказывали генераторы,есть ещё необходимость в двух генераторах ""huter"" 3 квт. данные генераторы помогут подразделению опера...","external=External(description='Дорогие наши друзья! Одному из подразделению операторов БпЛА ВС России из Белгородского приграничья, которым мы ранее уже заказывали генераторы,есть ещё необходимость в двух генераторах ""Huter"" 3 кВт. Данные генераторы помогут подразделению операторов БпЛА осуществлять зарядку аккумуляторов дронов и других устройств в условиях отсутствия стабильного электроснабжения. Стоимость данных генераторов на сегодняшний день составляет 39 608₽(сумма указана за два генератора). На нашей карте с прошлой гуманитарной помощи осталось 5 225₽. Маленьких переводов не бывает,главное участие как можно больше людей.Важны каждые 50,100,200 рублей. Только сплотившись мы можем сделать многое! 🎯Итого:34 384₽ Карта для перечисления денежных средств: 2200152989038099 🐾Альфа-банк(Жанна А.) Переводы по номеру телефона: +79800854507 Инструкция для перевода по номеру телефона👉 https://t.me/kozacha31/39?single При перечислении денежных средств писать:Благотворительность или для ВС России! Заранее благодарим всех неравнодушных за участие в гуманитарной помощи🤗 ⬇️Наша история помощи фронту! ✅https://t.me/kozacha31/3299 ✅https://t.me/kozacha31/3188?single ✅https://t.me/kozacha31/3147 ✅https://t.me/kozacha31/2697?single ✅https://t.me/kozacha31/2348?single ✅https://t.me/kozacha31/2072 ✅https://t.me/kozacha31/2017 ✅https://t.me/kozacha31/1833 ✅https://t.me/kozacha31/1504?single ✅https://t.me/kozacha31/1415 ✅https://t.me/kozacha31/1341 ✅https://t.me/kozacha31/1180 ✅https://t.me/kozacha31/874?single ✅https://t.me/kozacha31/709?single ✅https://t.me/kozacha31/671?single ✅https://t.me/kozacha31/439?singleл', title='Стас Фейс🫡', uri='https://t.me/Stasfeisiia/24451', thumb=BlobRef(mime_type='image/jpeg', size=32579, ref=IpldLink(link='bafkreibn3ndk3w3loyclwnepoq6uw3i42fjghpli7kcv6rhxvkubhpvdga'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Stasfeisiia/24451,stasfeisiia,"https://t.me/stasfeisiia/24451
our dear friends! one of the subdivision of #bpla operators of the russian army from belgorod border region, to whom we have already ordered generators, there is a need for two generators ""huter"" 3 kw. these generators will help the subdivision of operators to...",1.0
glade.masto.nyc.ap.brid.gy,2.0,"https://t.me/russianbaza/48796
📝assets of discord📝 who, what, and where frozen in #europe when discussing the fate of frozen #russian assets, one often hears claims that europeans will hand over the money to #ukraine. however, there's a catch: there's no physical money there th...","external=External(description='📝Assets of Discord📝 Who, What, and Where Frozen in Europe When discussing the fate of frozen Russian assets, one often hears claims that Europeans will hand over the money to Ukraine. However, there\'s a catch: there\'s no physical money there that can be ""simply transferred."" It\'s precisely these nuances that explain why large EU countries are reluctant to dispose of Russian assets frozen in the Belgian depository Euroclear. 🔻More about the assets and where they\'re frozen: ▪️Euroclear is not a bank with a cash vault, but an international depository that stores securities, processes settlements between buyers and sellers, and monitors the legality of the process. ▪️In other words, Euroclear is a large ledger that lists who owns which securities. There are no paper certificates stored there either—only access codes confirming the legal owner. ▪️The frozen Russian assets there primarily consist of government bonds. For example, if Russia purchased a two-year bond from Germany, Germany must redeem it in two years—returning the face value plus interest to Russia. This is recorded in Euroclear. ▪️The freezing of such assets de facto means that Russia remains the owner of the bonds, but cannot do anything with them: neither sell them, receive interest, nor withdraw funds after redemption. The income from them accumulates in Euroclear bank accounts. ▪️There are also other types of frozen assets belonging to individuals and legal entities. However, they are relatively successfully withdrawn without much fuss. The assets can only be transferred by changing the bond owner from Russia to Ukraine in the Euroclear registry: this is blatant chaos with serious risks for the euro, which the EU is currently unwilling to accept. Therefore, they are pursuing a different tactic. 🔻""Wait for the redemption!"" ▪️A significant portion of the bonds (remember, they make up the bulk of the frozen assets) mature in 2026-2032. ▪️Under normal circumstances, the proceeds from the redemption would simply go to Russia, but due to the blocking, they will ""sit"" on the Euroclear bank\'s balance sheet, awaiting their fate. ▪️If the ownership of the bonds is clearly stated, then the proceeds from their redemption are more easily manipulated. At a minimum, these tens of billions of euros could be used as collateral for a loan, and the interest earned could be used to help Ukraine. 🖍In simple terms, the EU is taking a wait-and-see approach, not to ""transfer"" assets to anyone, but rather to simply wait for them to transform from securities into physical money, making it easier to change the ""rules of the game"" and manage them as they see fit. 🚩So why are they talking about confiscation now? It\'s simply that Ukraine needs the funds today, not by 2032. And the EU doesn\'t want to give it €140 billion all at once—it has enough needs of its own, and the Kyiv regime has already been given a ton of non-performing loans. ❗️Although such an outcome is also likely: since 2022, there have been plenty of examples of European bureaucrats shooting themselves in the foot for free aid to a corrupt bottomless pit. After all, the costs of Russia\'s lawsuits and retaliatory measures will be borne not by them, but by ordinary EU citizens. @rybar', title='🇷🇺 Russian БaZa/ базовый канал', uri='https://t.me/RussianBaZa/48796', thumb=BlobRef(mime_type='image/jpeg', size=27569, ref=IpldLink(link='bafkreib2g3friiszl7p4ad4qhshyf46b4k6thje2r4bnbz3bkw5uqhmd4q'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/RussianBaZa/48796,russianbaza/48796,"https://t.me/russianbaza/48796
📝assets of discord📝 who, what, and where frozen in #europe when discussing the fate of frozen #russian assets, one often hears claims that europeans will hand over the money to #ukraine. however, there's a catch: there's no physical money there th...",0.0
meduza-unshackled.i.cancn.com.ap.brid.gy,35.0,"✨ ✨ at the request of the evacuation brigade of the mora assault detachment of the 228th regiment, we sewed this ""envelope"" for the evacuation of wounded soldiers. wounds come in all shapes and sizes, and sometimes soldiers have to be stripped of ...
https://t.me/llordofwar/524909","external=External(description='✨ ✨ At the request of the evacuation brigade of the Mora assault detachment of the 228th regiment, we sewed this ""envelope"" for the evacuation of wounded soldiers. Wounds come in all shapes and sizes, and sometimes soldiers have to be stripped of their uniforms. To prevent the soldiers from freezing during evacuation in the current conditions, we were asked to make these ""envelopes."" We\'ll send this ""envelope"" to the front on our next trip. And if its professional suitability is confirmed, we\'ll put them into production. 🇷🇺Everything for the Front! Everything for Victory!', title='Lord Of War', uri='https://t.me/llordofwar/524909', thumb=BlobRef(mime_type='image/jpeg', size=20562, ref=IpldLink(link='bafkreidhxsgajbqftftlulopviwt3gwyl4yvaczw7lfljnbzjcfpfrcjyq'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/524909,llordofwar,"✨ ✨ at the request of the evacuation brigade of the mora assault detachment of the 228th regiment, we sewed this ""envelope"" for the evacuation of wounded soldiers. wounds come in all shapes and sizes, and sometimes soldiers have to be stripped of ...
https://t.me/llordofwar/524909",1.0
hrismode.bsky.social,10.0,"russian losses per 15.11.2025

total combat losses of the enemy from 24.02.22 to 15.11.25 (approximately)

#nomercy #stoprussia

| subscribe general staff of the armed forces of ukraine |
t.me/generalstaff...
🔥216👍33❤21🏆2❤‍🔥1⚡1🙏1🫡1
5.18kviews
05:34","images=[Image(alt='Total combat losses of the enemy from 24.02.22 to 15.11.25 (approximately)\n\n#NOMERCY #stoprussia\n\n| Subscribe General Staff of the Armed Forces of Ukraine |\nhttps://t.me/GeneralStaffZSU/31400\n🔥216👍33❤21🏆2❤\u200d🔥1⚡1🙏1🫡1\n5.18Kviews\n05:34', image=BlobRef(mime_type='image/jpeg', size=328416, ref=IpldLink(link='bafkreigfg6gqqwcmjgfiic6dbdftkltwcfdp3uqumtqutsgv7ltocq422u'), py_type='blob'), aspect_ratio=AspectRatio(height=1128, width=589, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/generalstaff...,generalstaff...,"russian losses per 15.11.2025

total combat losses of the enemy from 24.02.22 to 15.11.25 (approximately)

#nomercy #stoprussia

| subscribe general staff of the armed forces of ukraine |
t.me/generalstaff...
🔥216👍33❤21🏆2❤‍🔥1⚡1🙏1🫡1
5.18kviews
05:34",0.0
jucoka.truthsocial.co.in.ap.brid.gy,1.0,"https://t.me/hellasglobalnews/14778
😉 ο ρώσικος στρατός πέρασε τα σύνορα σε ένα άλλο τμήμα της περιοχής του χάρκοβο - nemichev, ο ιδρυτής ου νεοναζιστικού ουκρανικού kraken την ίδια στιγμή, δυτικοί αναλυτές λένε ότι οι ουκρανοί έχουν ένα καταρρέον μέτωπο στα ανατολικά της περιο...","external=External(description='😉 Ο Ρώσικος Στρατός πέρασε τα σύνορα σε ένα άλλο τμήμα της περιοχής του Χάρκοβο - Nemichev, ο ιδρυτής ου Νεοναζιστικού ουκρανικού KRAKEN Την ίδια στιγμή, δυτικοί αναλυτές λένε ότι οι Ουκρανοί έχουν ένα καταρρέον μέτωπο στα ανατολικά της περιοχής του Ζαπορόζιε. 🌏Hellas Global News', title='🌏Hellas Global News', uri='https://t.me/HellasGlobalNews/14778', thumb=BlobRef(mime_type='image/jpeg', size=19500, ref=IpldLink(link='bafkreihm3eddgwb6joadk36pryntxjc3kp3mqip5zznbxsd2zg2myrv7cy'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/HellasGlobalNews/14778,hellasglobalnews,"https://t.me/hellasglobalnews/14778
😉 the Russian army crossed the border into another part of the Kharkiv region - nemichev, the founder of the neo-Nazi Ukrainian kraken at the same time, western analysts say the Ukrainians have a crumbling front in the east of the region...",1.0
sanmarcos.bsky.social,1.0,"in kyiv, on sofiivska square, the annual human rights event ""empty chairs"" was held in support of journalists, writers, cultural figures, and human rights defenders who have gone missing or are held captive due to russia's war against ukraine, reports crimea.realities.

t.me/crimeanwind/...","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=348782, ref=IpldLink(link='bafkreiarv66b6tgqvaflkmopw5voztd2rq5au4gqmp5pqjnpe4vkyz3xfq'), py_type='blob'), aspect_ratio=AspectRatio(height=575, width=1023, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/crimeanwind/...,crimeanwind/...,"in kyiv, on sofiivska square, the annual human rights event ""empty chairs"" was held in support of journalists, writers, cultural figures, and human rights defenders who have gone missing or are held captive due to russia's war against ukraine, reports crimea.realities.

t.me/crimeanwind/...",0.0
makow.masto.popgeeks.com.ap.brid.gy,10.0,"""keskus""-ryhmän yksiköt vapauttivat 45 rakennusta krasnoarmeiskissa ja sen lähialueilla krasnoarmeiskissa, donetskin kansantasavallassa, ja läheisissä gnatovkan ja rogin asutuskeskuksissa ""keskus""-ryhmän 2. yhdistetyn asearmeijan hyökkäysryhmät, ...
https://t.me/uutishuone/1363475","external=External(description='""Keskus""-ryhmän yksiköt vapauttivat 45 rakennusta Krasnoarmeiskissa ja sen lähialueilla Krasnoarmeiskissa, Donetskin kansantasavallassa, ja läheisissä Gnatovkan ja Rogin asutuskeskuksissa ""Keskus""-ryhmän 2. yhdistetyn asearmeijan hyökkäysryhmät, joita tukevat erikoisjoukkojen miehittämättömien ilma-alusten käyttäjät, vapauttivat 45 rakennusta vuorokauden aikana raivausoperaatioiden aikana. Yksiköt jatkavat ukrainalaisten militanttien tuhoamista Keskuspiirin itäosassa ja puhdistavat Gnatovkan ja Rogin asutuskeskuksia uusnatseista. Krasnoarmeiskin luoteislaidalla he torjuivat 11 vihollisen hyökkäystä Grišinon suunnasta, joiden tarkoituksena oli avata saarrettujen ukrainalaisten joukko-osastojen esteet. 32. mekanisoidun prikaatin militanttien yritys murtautua saarrosta panssarivaunujen tuella estettiin. FPV-droonien tarkkojen iskujen seurauksena T-72-panssarivaunu tuhoutui ja vihollisen henkilöstö tukahdutettiin pienase- ja tykistötulella. 🌊 Liity Military Wave -joukkoon', title='Uutishuone', uri='https://t.me/uutishuone/1363475', thumb=BlobRef(mime_type='image/jpeg', size=14044, ref=IpldLink(link='bafkreidio2w43rx6f2w4evvqfrzu4wmrjdlm56uydmpe6snx7kpz5z74dm'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1363475,uutishuone,"units of the ""central"" group liberated 45 buildings in and around krasnoarmeisk in krasnoarmeisk, donetsk people's republic, and the nearby settlements of gnatovka and rogi, attack groups of the 2nd combined arms army of the ""central"" group, ...
https://t.me/uutishuone/1363475",1.0
putinsibs.bsky.social,6.0,"from t.me/pravda_geras...

🔥in #ryazan, good drones were having fun at night: one of the largest oil refineries in #russia could have been targeted

on the night of november 15, in #ryazan, #russia, where one of the key oil refineries of the aggressor country is located, local residents reported a","video=BlobRef(mime_type='video/mp4', size=3621269, ref=IpldLink(link='bafkreihyeon2yvc54n53s3bzhbmriiacplf5dmgc63ghcdqv76xes3lbtq'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=848, width=464, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravda_geras...,pravda_geras...,"from t.me/pravda_geras...

🔥in #ryazan, good drones were having fun at night: one of the largest oil refineries in #russia could have been targeted

on the night of november 15, in #ryazan, #russia, where one of the key oil refineries of the aggressor country is located, local residents reported a",0.0
rvps2001.vonhaller.social.ap.brid.gy,5.0,"⚡️⚡️⚡️the ukrainian armed forces' line of defense east of the zaporizhzhia region has ""collapsed,"" says german journalist and supporter of the #kiev regime julian röpke. after the loss of uspenovka, the ukrainian front line has locally collapsed ea...
https://t.me/i20028843/269262","external=External(description='⚡️⚡️⚡️The Ukrainian Armed Forces\' line of defense east of the Zaporizhzhia region has ""collapsed,"" says German journalist and supporter of the Kiev regime Julian Röpke. After the loss of Uspenovka, the Ukrainian front line has locally collapsed east of the Zaporizhzhia region. Over the weekend, Russian troops captured Rybino, Sladkoe, and Novoe and reached the outskirts of Rovnopol,"" he complains. According to him, after the liberation of Uspenovka, ""there were no defensive positions or Ukrainian troops left that could slow down the advance of Russian troops."" The Russians have covered 8 km in two days and have no intention of stopping,"" Röpke concluded⚡️⚡️⚡️', title='🇷🇺IL RUSSO🇷🇺', uri='https://t.me/i20028843/269262', thumb=BlobRef(mime_type='image/jpeg', size=18857, ref=IpldLink(link='bafkreieyxtu4cwkgi6y3qjzm5xjff26rkhfak35zkhiahaactmsgilmpza'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/i20028843/269262,i20028843,"⚡️⚡️⚡️the ukrainian armed forces' line of defense east of the zaporizhzhia region has ""collapsed,"" says german journalist and supporter of the #kiev regime julian röpke. after the loss of uspenovka, the ukrainian front line has locally collapsed ea...
https://t.me/i20028843/269262",1.0
rvps2001.vonhaller.social.ap.brid.gy,19.0,"https://t.me/internationalreporters_eng/5980
the main points of dmitry peskov's statements: 🔹peskov called the publications about lavrov's ""disappearance"" from the public space completely false: ""you will see the minister""; 🔹the number of supporters of peace on russia's terms w...","external=External(description='The main points of Dmitry Peskov\'s statements: 🔹Peskov called the publications about Lavrov\'s ""disappearance"" from the public space completely false: ""You will see the Minister""; 🔹The number of supporters of peace on Russia\'s terms will grow in Ukraine, despite the intimidation of the public; 🔹Russia would like to end the conflict in Ukraine as soon as possible, but it is important to achieve the initially set goals; 🔹Russia remains open to a political and diplomatic solution in Ukraine, and this option is preferable; 🔹The situation on the fronts is dynamic and speaks volumes about the inevitable deterioration of the Kiev regime\'s position day by day; 🔹Kazakhstan is a particularly privileged partner of Russia, and Moscow is actively finalizing preparations for Tokayev\'s state visit to Russia; 🔹During negotiations, Putin always informs his counterparts about the developments on the fronts and in the settlement process, and he will do so during his meeting with Tokayev; 🔹Moscow is aware of Astana\'s willingness to contribute to the settlement process in Ukraine, and it highly appreciates this; 🔹The Kremlin is unaware of Hungary\'s initiatives to resolve the situation in Ukraine; 🔹The Kremlin expects a meaningful visit from Putin to India before the end of the year; 🤩Subscribe to International Reporters in English', title='International Reporters_eng', uri='https://t.me/internationalreporters_eng/5980', thumb=BlobRef(mime_type='image/jpeg', size=10988, ref=IpldLink(link='bafkreihvmqy3fkmshf5brgd2yo2r76bunftzqeai3ylw2kbz6fje4nm754'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/internationalreporters_eng/5980,internationalreporters_eng,"https://t.me/internationalreporters_eng/5980
the main points of dmitry peskov's statements: 🔹peskov called the publications about lavrov's ""disappearance"" from the public space completely false: ""you will see the minister""; 🔹the number of supporters of peace on russia's terms w...",1.0
putinsibs.bsky.social,1.0,"from t.me/pravdagerash...

#eu foreign policy chief #kaja_kallas:

right now, #russia does not want to negotiate at all. every time the world reaches out, #russia responds with missiles. #russia's latest attacks make abundantly clear that #russia is pressing with war and this pattern keeps repeating","video=BlobRef(mime_type='video/mp4', size=1112478, ref=IpldLink(link='bafkreidmqnrlyp2am3ofhsc7xyetkywbt7x3fvytar5oqraahr4mpgky4m'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=360, width=644, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

#eu foreign policy chief #kaja_kallas:

right now, #russia does not want to negotiate at all. every time the world reaches out, #russia responds with missiles. #russia's latest attacks make abundantly clear that #russia is pressing with war and this pattern keeps repeating",0.0
gice.glasgow.social.ap.brid.gy,7.0,"https://t.me/uutishuone/1362268
miinanraivaus zaporižžjassa novorossijskin vuoristolaskudivisioonan pioneerit ovat päivittäin etulinjassa tuhoamassa yli 50 vihollisen miinaa ja räjähtämätöntä ammusta zaporižžjan alueella. kamenskin suunnassa toimivat pioneerit raivaavat huolell...","external=External(description='Miinanraivaus Zaporižžjassa Novorossijskin vuoristolaskudivisioonan pioneerit ovat päivittäin etulinjassa tuhoamassa yli 50 vihollisen miinaa ja räjähtämätöntä ammusta Zaporižžjan alueella. Kamenskin suunnassa toimivat pioneerit raivaavat huolellisesti metsiä ja teitä varmistaen yksiköidensä turvallisen kulun ja pelastaen ihmishenkiä. He työskentelevät usein vihollisen tulen alla ja purkavat järjestelmällisesti Ukrainan joukkojen jättämiä vaaroja. Kaikki löydetyt ammukset ja räjähteet tuhotaan paikan päällä panoksilla, koska niiden irrottaminen ja kuljetus aiheuttavat merkittäviä riskejä. Yksi pioneeri voi tehdä toimintakyvyttömäksi kymmeniä räjähtämättömiä ammuksia vain yhdessä päivässä, mikä osoittaa heidän tärkeän roolinsa alueen turvaamisessa. 🌊 Liity Military Wave -joukkoihin', title='Uutishuone', uri='https://t.me/uutishuone/1362268', thumb=BlobRef(mime_type='image/jpeg', size=15073, ref=IpldLink(link='bafkreiaeziv73gaxofshtk2rpqrat27b7lsoygwj6apuexyzm7hv33rvoa'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1362268,uutishuone,"https://t.me/uutishuone/1362268
mine clearance in zaporizhzhya the engineers of the novorossiysk mountain division are on the front line every day destroying more than 50 enemy mines and unexploded ordnance in the zaporizhzhya region. the engineers, operating in the kamensk direction, are carefully clearing the...",1.0
putinsibs.bsky.social,11.0,"""#russia, the country that keeps on breaking!""🤣🤣🤣

from t.me/pravda_geras...

innovations never cease to amaze: the fuselage of a #rossiya_airlines airliner tore off during flight

we are talking about the ""pride"" of #russian aircraft manufacturing, known as the #sukhoi_superjet.","video=BlobRef(mime_type='video/mp4', size=3123149, ref=IpldLink(link='bafkreidsmmevinso7cdj5z74lc6qpbghvshwtnzmyr3yqpka3r36bjlfbm'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=1280, width=720, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravda_geras...,pravda_geras...,"""#russia, the country that keeps on breaking!""🤣🤣🤣

from t.me/pravda_geras...

innovations never cease to amaze: the fuselage of a #rossiya_airlines airliner tore off during flight

we are talking about the ""pride"" of #russian aircraft manufacturing, known as the #sukhoi_superjet.",0.0
putinsibs.bsky.social,5.0,"from t.me/pravda_geras...

🇫🇷 #macron: ""#russia will have to pay for refusing negotiations""

the president of #france, after a conversation with #volodymyr_zelensky, stated that #russia will be held accountable if it continues to refuse peaceful negotiations on #ukraine.","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=219392, ref=IpldLink(link='bafkreidjc3hibp2md2u7k5u363zltxbrgldzvt2hfyzrmju6zdtqbpaneu'), py_type='blob'), aspect_ratio=AspectRatio(height=700, width=748, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/pravda_geras...,pravda_geras...,"from t.me/pravda_geras...

🇫🇷 #macron: ""#russia will have to pay for refusing negotiations""

the president of #france, after a conversation with #volodymyr_zelensky, stated that #russia will be held accountable if it continues to refuse peaceful negotiations on #ukraine.",0.0
kapicac.burnout.cafe.ap.brid.gy,24.0,"#ukraine has gone dark! 🌑 all state-owned thermal power plants in ukraine have been stopped, electricity generation is absent. -ukrainian centrenergo
https://t.me/anlystintel/28013","external=External(description='Ukraine has gone dark! 🌑 All state-owned thermal power plants in Ukraine have been stopped, electricity generation is absent. -Ukrainian Centrenergo', title='Analyst Intel', uri='https://t.me/Anlystintel/28013', thumb=BlobRef(mime_type='image/jpeg', size=20162, ref=IpldLink(link='bafkreidd5ctcbbi2w5wlsutfl63spl7f7qyl4vper6ee7uz6vo5uaglwai'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Anlystintel/28013,anlystintel,"#ukraine has gone dark! 🌑 all state-owned thermal power plants in ukraine have been stopped, electricity generation is absent. -ukrainian centrenergo
https://t.me/anlystintel/28013",1.0
meduza-unshackled.i.cancn.com.ap.brid.gy,14.0,"ukrainian-russian war. day 1355: situation on siversk & zvanovskaya fronts: during the last ten days #russian army continued advancing at the eastern & southern outskirts of siversk & is currently trying to surpass the main defense line bef...
https://t.me/novichok_rossiya_2/33521","external=External(description='Ukrainian-Russian war. Day 1355: Situation on Siversk & Zvanovskaya fronts: During the last ten days Russian Army continued advancing at the eastern & southern outskirts of Siversk & is currently trying to surpass the main defense line before the first buildings of the town. Map: [ https://www.google.com/maps/d/viewer?mid=1V8NzjQkzMOhpuLhkktbiKgodOQ27X6IV≪=48.84526662488441%2C38.08893034511211&z;=12 ]', title='Masnova', uri='https://t.me/Novichok_Rossiya_2/33521', thumb=BlobRef(mime_type='image/jpeg', size=16621, ref=IpldLink(link='bafkreicz3e2qwraubgrmw3qgopx5mbcyqptxfe6tigep4tvnuqxacnp2xy'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Novichok_Rossiya_2/33521,novichok_rossiya_2,"ukrainian-russian war. day 1355: situation on siversk & zvanovskaya fronts: during the last ten days #russian army continued advancing at the eastern & southern outskirts of siversk & is currently trying to surpass the main defense line bef...
https://t.me/novichok_rossiya_2/33521",1.0
